gares,UIC,2015,2016,2017,2018,latitude,longitude
RANSPACH,87182402,22381,23264328222,22046,19487,47.881595399999995,7.012318400000001
RIVARENNES,87571653,17120,18089271886,18529,19409,47.2677425,0.36189990000000005
MONTLOUIS,87571273,21804,21990010752,20668,19364,47.391530700000004,0.8173986999999999
GRAND COMBE LA PISE,87775254,19051,2468169547,24853,19328,44.209815899999995,4.0329591
LES HOUCHES,87746743,19240,22390346858,22584,19264,45.8935639,6.796924000000001
MIRAUMONT,87342030,17180,1740271422,19506,19214,50.0958521,2.7344755000000003
SAINT VICTOR THIZY,87721043,18268,2146081014,21617,19050,46.002478100000005,4.2810245
FONS SAINT MAMERT,87775379,12214,15647199404,18184,19029,43.9073195,4.206668700000001
LE MOLAY LITTRY,87444083,23771,23463931416,21613,19002,49.2493263,-0.8809741
PIGNANS,87755389,18054,208582298869,21896,19002,43.298475,6.2248459
GUETHARY,87673459,18061,18830462856,21347,18887,43.425349100000005,-1.6098615
PERNES CAMBLAIN,87342550,21222,2363226849,22198,18796,50.480204799999996,2.4310822999999995
MAGLAND,87746412,20754,16746442092,21825,18787,46.016945,6.6215075
ASCQ,87286864,14630,14407014802,17590,18741,50.6218591,3.1598992000000004
DISTROFF,87191320,25644,24275873488,23789,18734,49.33523220000001,6.2603013
AIGREFEUILLE LE THOU,87485193,0,266157144,14513,18670,46.09402,-0.95168
LE THEIL LA ROUGE,87396333,21490,20037525932,18680,18549,48.2672964,0.6944581
ALLASSAC,87594234,16854,1469720064,16670,18504,45.2589385,1.4731471
GUNSBACH GRIESBACH,87182386,20815,22226694848,23087,18386,48.0414908,7.174840700000001
SURY LE COMTAL,87726422,21352,17312725742,20035,18364,45.5291194,4.1824904
DRUYE,87571612,13438,13999232624,17107,18357,47.3070191,0.5354805
REUILLY,87597039,20358,18211783444,18483,18355,47.0853677,2.0474783
HOELSCHLOCH,87213413,20874,21663351706,18232,18341,48.9163252,7.831494900000001
LAMAGISTERE,87611855,20983,2142712077,23252,18339,44.1267231,0.8255002
NURIEUX,87743351,24107,23201927852,22712,18300,46.1842195,5.5327486
VIELMUR SUR AGOUT,87615492,24362,2100960516,20724,18237,43.623928,2.0895781
TENDE,87756882,24345,268225460246,26052,18199,44.089921999999994,7.594160799999999
TROIS CHENES,87184242,16508,21491071428,20775,18155,47.648082200000005,6.8462281
MAUVES SUR LOIRE,87481150,16069,1638854902,18573,18128,47.293021100000004,-1.3893042
MARTRES TOLOSANE,87611087,24089,24474662706,22694,18094,43.19620689999999,1.0167558
COURCY BRIMONT,87171710,21508,20782384792,18842,18016,49.329600299999996,4.0134623
MARBACHE,87141796,16503,141374023359999,15930,17978,48.801040500000006,6.1091755
PIERRE BUFFIERE,87592253,14953,20189329412,18866,17974,45.6995226,1.3472667
LES EGLISOTTES,87584532,12777,14905479202,15364,17957,45.0942299,-0.043757599999999994
VALENCAY,87576215,19380,19882771646,18854,17864,47.163171999999996,1.5584441999999998
SAINT PRIEST TAURION,87592055,27176,24955195852,23189,17765,45.8872383,1.4002297
AVIGNONET,87616011,28211,26652192288,26703,17746,43.363876899999994,1.7872686999999998
PONT DE LA DEULE,87345207,23457,19886493886,19305,17724,50.39813,3.0850299999999997
BERLAIMONT,87295808,19691,15493379402,18551,17711,50.1980095,3.8105316
CHANTONNAY,87486332,19927,16152358388,15532,17660,46.6898472,-1.0544143999999998
MAGNEUX COURLANDON,87400986,19094,25897870766,24648,17563,49.3100006,3.7331443999999996
LUMES,87172189,20192,2046512296,21534,17542,49.7327973,4.7833571
PONTORSON MONT SAINT MICHEL,87478263,24136,214211,21439,17539,48.5527286,-1.5049306999999998
SAINT ANTOINE DU ROCHER,87571539,21199,19044809268,17089,17539,47.503839,0.6164675999999999
GERMAINE,87171587,20198,1987950464,19527,17521,49.1277634,4.0228976
CASINO LACROIX LAVAL,87208553,20468,18331245162,21500,17487,45.7878115,4.7309383
DAMIATTE SAINT PAUL,87615484,22436,22814899358,21096,17446,43.6566194,1.9733585
LUDRES,87141481,15639,15686131342,16244,17438,48.6219545,6.1709118
MAMIROLLE,87718510,18392,17105597142,19376,17418,47.199871200000004,6.1617410999999995
MEYMAC,87594275,21825,18281673678,18350,17328,45.5302313,2.1640905
LANDRECIES,87295642,18448,18121991772,18718,17320,50.1283138,3.681997
LES EYZIES,87595736,21824,2258419638,21489,17280,44.9411916,1.0081942
PONTGOUIN,87394247,17423,1674639318,15576,17267,48.477866999999996,1.1414358999999998
VINCEY,87144063,26350,21937706234,19685,17225,48.343647100000005,6.3355129
LE DORAT,87592543,26369,25037542852,21886,17164,46.2110908,1.0793363999999999
LA CHAPELLE AULNAY,87590364,12746,1305430072,15547,17143,47.3087224,-1.5414843999999999
SAINT BERON LA BRIDOIRE,87741454,17741,19063811868,20433,17138,45.5038935,5.7319345
SAINT JUNIEN,87592709,22508,21175326724,21544,17115,45.8813844,0.9004849
LA COQUILLE,87592501,20926,20871949276,20906,17110,45.540850899999995,0.9744004999999999
SAINT ROMAIN DE POPEY,87721456,23578,21300566102,20927,17105,45.861605299999994,4.5423351
MACHILLY,87745588,17134,18531109156,22105,17101,46.2512825,6.3282335
BARSAC,87582759,23455,2167276852,20850,17065,44.605430600000005,-0.3215775
VIRIEU SUR BOURBRE,87747204,16332,15897431904,15848,16990,45.491703,5.472142400000001
AVRANCHES,87448514,28911,23086914286,24311,16954,48.6902445,-1.3700755
NERONDES,87576454,22791,20498242498,17891,16909,46.999689700000005,2.8221694999999998
PERTUIS,87751362,51241,515345887556,53695,16784,43.6845547,5.5037023000000005
MEURSAULT,87713560,16038,1577287742,18019,16723,46.96904970000001,4.7954444
PENNE,87586438,19069,18351066392,17974,16672,44.37998579999999,0.8029779
GILLEY,87718577,21001,13031054592,16797,16559,47.0500626,6.4925676
MARQUILLIES,87342469,20913,19534452936,17314,16557,50.5477246,2.8661707
SAINT SATURNIN LES AVIGNON,87765438,19959,131989959063,16460,16523,43.9531783,4.9352794
CHALAIS,87583690,17180,14990309182,16052,16505,45.27083270000001,0.0435966
PUGET VILLE,87755363,15366,168240685273,18586,16446,43.283085,6.1384483
MURAT,87645481,21430,18669799264,18840,16401,45.109148299999994,2.8696045
VIMY,87342576,18525,1794949563,15830,16330,50.3732316,2.8229549
MONETEAU GURGY,87683557,17069,16139805714,21150,16274,47.8507856,3.5798071000000005
PONTMORT,87734103,25693,24978818994,21981,16232,45.939485999999995,3.1601248
CHATILLON D'AZERGUES,87721753,23326,22861803824,17707,16175,45.875181500000004,4.6451164
L'HOPITAL DU GROSBOIS,87718528,17095,17010427416,17964,16125,47.1691016,6.2130861
ANGERS MAITRE ECOLE,87484048,16649,1266318614,12708,16070,47.4670899,-0.531894
BOVES,87313213,16198,16521342896,14182,16049,49.8462355,2.3981165
ANGERVILLE,87543090,19008,18698928572,18983,16013,48.3112062,2.0034931
SAINT PATERNE,87571554,15542,13857346,14218,15918,47.604200299999995,0.47832890000000006
SOTTEVILLE,87411223,17261,1711739539,18935,15913,49.4129479,1.102362
AVOUDREY,87718551,19852,17448465556,17198,15850,47.129835899999996,6.434573
BUSSIERE GALANT,87592741,19921,21535787,19077,15815,45.6076224,1.0261372
LE THEIL DE BRETAGNE,87471342,29396,2500208705,16854,15678,47.918742,-1.4319925
DIGOIN,87694695,21829,1878500871,19277,15496,46.4851604,3.9876537000000005
AMIFONTAINE,87171744,11071,1262429096,15485,15470,49.4847322,3.9105811000000004
BEDARIEUX,87781609,17230,16859296768,17095,15337,43.6086972,3.1495688
TINCQUES,87342303,17454,17962467706,18078,15320,50.35699,2.4980285
NEUILLE PONT PIERRE,87571547,18864,18315420936,14988,15307,47.5580135,0.5649155
SAINT LEON SUR L'ISLE,87595264,16999,15771063688,16445,15292,45.1233004,0.4923106
LAVILLETERTRE,87381202,20529,19806880262,20402,15272,49.2024666,1.9206361
MESSEIN,87141499,14539,13975342794,13950,15265,48.6128788,6.1378364
ARGENTIERE,87746859,16513,156781066,13277,15238,45.981943799999996,6.9264844
PEYREHORADE,87672337,20360,17959088568,18223,15140,43.5468102,-1.1157576999999999
EBERSHEIM,87214106,15433,14582952914,13195,15104,48.3099953,7.494471000000001
AGAY,87757559,19121,192405143699,14154,15093,43.4313701,6.8564997000000005
DOMPIERRE SEPT FONS,87696427,17781,1686674258,17524,15074,46.5263166,3.6749309
FRENOUVILLE CAGNY,87444182,10752,1330830856,15249,15018,49.141119200000006,-0.2603256
LA HUTTE COULOMBIERS,87396093,16714,13864445316,15499,14966,48.303495,0.1056788
SIMANDRE SUR SURAN,87743336,12713,14828651612,14491,14966,46.2202097,5.4210929000000005
BAULE,87574152,11778,11273722802,12138,14919,47.811753499999995,1.6681270000000001
SELLES SAINT DENIS,87576140,16863,16410356222,14086,14876,47.3883857,1.9222038000000001
SAINT SAVINIEN,87491035,14410,14954320528,16260,14867,45.8759277,-0.6778774999999999
BOURBOURG,87281279,10384,14627415794,15587,14818,50.952267,2.1942305
LES MOUTIERS EN RETZ,87481259,7070,11809019998,13334,14809,47.061898299999996,-2.0009628
JOIGNY SUR MEUSE,87172031,21861,19924807932,16490,14796,49.8336807,4.767238900000001
LARDENNE,87611939,17025,16736498712,17190,14783,43.5966262,1.3839252
L'HOSPITALET PRES L'ANDORRE,87611517,21743,202304,18765,14734,42.5894535,1.8002634999999998
ZETTING,87193649,16874,1730677264,17152,14705,49.078373600000006,7.134539999999999
LES LACS,87471516,13065,12276381234,14078,14661,48.1094359,-1.3208165
LA GRAVE D'AMBARES,87491274,16367,16509437074,15121,14632,44.9356421,-0.47702100000000003
FLEURVILLE PONT DE VAUX,87725663,16776,15186425362,16709,14616,46.450927899999996,4.8840722
LOISON SOUS LENS,87345231,15488,11559896668,15199,14600,50.4401891,2.8592402999999997
SAINT ANDRE,87286195,17216,167149100719999,17021,14598,50.6544842,3.0475916
NANTIAT,87592444,19161,19632975514,18904,14570,46.005619200000005,1.1563733999999999
BOURGNEUF EN RETZ,87481242,11131,14164137474,15541,14560,47.046963399999996,-1.9551942
ARNAGE,87396549,19029,1557526239,17688,14550,47.92856629999999,0.1898826
LAILLE,87471144,24140,23001977362,17846,14529,47.9717527,-1.7495653999999998
SCHOPPERTEN,87215483,22452,20846674482,17754,14462,48.9456499,7.055778999999999
QUEDILLAC,87473058,9223,7876886634,10624,14362,48.2484804,-2.1452204
LOURCHES,87343475,10803,11772061946,13822,14353,50.310283399999996,3.3434016000000004
TOURNAY,87671172,21615,18808143072,18993,14349,43.1836066,0.2389703
AUDRIEU,87444059,16984,1647185892,16234,14323,49.2161315,-0.5960138
HARGICOURT PIERREPONT,87313338,16591,17562332308,17002,14222,49.7138593,2.5317673
PONT REMY,87313130,17444,17224823794,17400,14120,50.047234100000004,1.8988403999999999
SAINT DENIS LES MARTEL,87594572,18147,19801575024,18682,14091,44.9459316,1.6663378
VIVIEZ DECAZEVILLE,87613661,18483,16694244904,18038,14083,44.5555678,2.2182582
FOURCHAMBAULT,87696229,19230,18144904708,17433,14058,47.0189684,3.0873673
BOUSSAY LA BRUFFIERE,87481176,17921,16363213646,18605,14045,47.050574100000006,-1.1828046
SAINT AUBIN SAINT LUPERCE,87394213,17792,162983234159999,12809,14033,48.447642200000004,1.3318386999999998
BRETENOUX BIARS,87594762,21919,1832841797,16366,14024,44.9273692,1.8436871
SAINT VICTOR,87415166,14370,15750054266,16633,13998,49.6770346,1.1097122
SAINTE COLOMBE,87715151,13097,1333946221,16285,13993,46.879207,6.2659748
BREUIL ROMAIN,87171322,23285,1311849783,13838,13976,49.3084141,3.7665322
SALOME,87342451,13952,1548576115,16221,13829,50.541452899999996,2.8366078
NAUCELLE,87615732,16082,14811500718,15434,13756,44.1854793,2.3635040000000003
LIMOGES MONTJOVIS,87592022,18741,18413092258,19482,13720,45.8384117,1.2514147
SAINT MACAIRE,87582825,10543,11496537126,12037,13681,44.5686216,-0.22706010000000001
AUBIGNE RACAN,87396572,18342,19307973056,15823,13647,47.686945,0.26577140000000005
SAINT FLORENT SUR CHER,87576272,17712,16555210474,15890,13623,46.9921865,2.2525668
FEUQUIERES BROQUIERS,87313742,22632,20207138918,17337,13619,49.6545751,1.8305169
GRESY SUR ISERE,87741611,14943,14268467654,14508,13601,45.594432,6.2588584
MAROEUIL,87342188,22069,2167205688,20374,13588,50.322603,2.6983279
SAINT SENOUX PLECHATEL,87471169,19286,167122165,17055,13570,47.897751899999996,-1.7661904
BEAUMONT LE ROGER,87387183,12389,12102768548,14013,13543,49.0741722,0.7727864999999999
LANTENAY,87712323,14812,1349254,14142,13520,47.335108500000004,4.860963
SAINT GERMAIN LES BELLES,87592287,14775,13592821974,13004,13497,45.6098703,1.4800396999999998
LAIFOUR,87172072,15579,14169127828,13866,13466,49.911256,4.6923484
GRAGNAGUE,87615377,11090,13393419102,13242,13357,43.696179,1.567731
FOUGERAY LANGON,87471201,12838,10415063744,9697,13342,47.7297956,-1.8510921000000002
VIC MIREVAL,87773531,15990,17870367722,16084,13338,43.5007687,3.7994505
VAL DE VESLE,87171611,13162,13592535628,15922,13331,49.17792,4.22221
LOOS EN GOHELLE,87345033,9863,10081104882,13300,13253,50.4378798,2.7933955000000004
SERRES,87763722,17529,176198251618,18488,13227,44.4246573,5.7184200999999995
MONTESCOURT,87296418,17477,15710397606,17121,13215,49.7380842,3.2519756
DOMFRONT,87396200,12836,13321264754,13090,13210,48.1076766,0.0262592
SERVOZ,87746719,11302,10376132394,12565,13163,45.9244592,6.763444
SAINT AIGULIN LA ROCHE CHALAIS,87584540,11140,10736433126,10372,13155,45.15731629999999,-0.0189768
LA ROCHE MAURICE,87474262,10990,13568874426,13963,13113,48.4740885,-4.2050964
LAISSEY,87718437,12249,13604710286,14954,13102,47.298722999999995,6.23304
MAGNAC VICQ,87592279,14010,1131980189,12782,13083,45.628800700000006,1.4438445
RUFFEY,87713826,17446,13713792902,15158,13066,47.370587,5.079358
CHAZAY MARCILLY,87721415,13632,1536196528,17384,13054,45.8729618,4.7252221
AZAY SUR CHER,87574442,12858,13090236038,13521,13004,47.365269500000004,0.8599885
THEILLAY,87543199,20697,1918735618,15058,12958,47.3139904,2.0443867
DANGE SAINT ROMAIN,87575126,14147,13323670174,11270,12949,46.937839700000005,0.6087754
KALHAUSEN,87193664,13738,12860239998,12170,12902,49.035058500000005,7.125352
LUCAY LE MALE,87576363,15277,15517625046,14251,12893,47.1329836,1.4358256999999999
BEUVRY LES BETHUNE,87342402,14810,1275855712,13702,12855,50.5356021,2.6924092999999996
JARRIE VIZILLE,87747535,29168,16778768448,15895,12850,45.085454299999995,5.7424487
CORGOLOIN,87713537,13779,12360594194,13228,12843,47.0841982,4.9171231
SAINT CESAIRE,87775072,10413,9770388388,14749,12823,43.8133863,4.3276399
FRANOIS,87718304,24509,25535708996,28351,12811,47.2273609,5.937498000000001
AVENAY,87171579,24502,210394169,15908,12786,49.0647826,4.043689
SALLAUMINES,87345215,17301,14027816,12327,12786,50.4223266,2.8556769
BEDOUS,87672774,525,159754,18010,12640,42.99589,-0.60348
BENGY,87576447,7331,11735092442,13874,12622,47.0004698,2.7492361
SALSES,87784157,12810,11846875582,14103,12473,42.8356091,2.9174466
SAINT LAURENT EN GRANDVAUX,87715417,16064,16952483096,17453,12442,46.574797499999995,5.9512119000000006
THEZY GLIMONT,87316125,18617,15907344304,13471,12411,49.8118528,2.435931
CONDE SUR HUISNE,87394288,18717,16329182316,13533,12395,48.3834826,0.8487023000000001
LA JONCHERE,87592337,13240,13579986756,13285,12394,45.994457700000005,1.4803853
MOHON,87172155,17313,13664883802,17574,12387,49.752584000000006,4.73313
SAINT RAMBERT EN BUGEY,87743740,13167,10630176032,13544,12328,45.94733970000001,5.4386220000000005
HOULGATE,87444406,14511,14006,14587,12321,49.300071100000004,-0.07722760000000001
PONTCHARRA SAINT FORGEUX,87721464,18812,19419069406,17707,12257,45.8714911,4.4927781
COUDEKERQUE BRANCHE,87281402,7642,7710325986,7773,12240,51.01770689999999,2.3751425
BATZ SUR MER,87481770,8915,9851376848,11675,12216,47.2809541,-2.4789866000000003
GRAMAT,87613059,16898,1617912,14971,12205,44.7734284,1.7223028000000002
LA FRESNAIS,87478081,14727,14777233452,14017,12175,48.593655,-1.8432199
PONT DE BUIS,87474056,10252,755333106,5625,12148,48.2544024,-4.0861227
PETIT CROIX,87184267,23786,1612473604,12130,12121,47.6101045,6.9947414000000006
LA CRECHE,87485474,13394,11074208572,12038,12109,46.360418100000004,-0.2962081
NOZIERES BRIGNON,87775353,7330,8892799342,10497,12094,43.9760134,4.2072916
POUGUES LES EAUX,87696211,17385,14638864842,12487,12061,47.07678370000001,3.0940304
RIEDSELTZ,87213462,6855,7861712582,9998,11988,48.991063,7.962988
COLOMBIER FONTAINE,87184556,14259,14728375172,14045,11952,47.4554849,6.6890070999999995
TONNAY CHARENTE,87485151,13000,1157764029,13460,11928,45.9433989,-0.8978980999999999
BOEN,87726471,31040,22402675652,13859,11921,45.7413612,4.0051544
OUGES,87712604,8819,113908,13018,11913,47.2559157,5.0727895
LA FERTE IMBAULT,87576082,13084,13175136244,11562,11904,47.3835442,1.9580537
BOULOURIS SUR MER,87757534,25803,228449847269,15423,11894,43.4163471,6.8082519
FLAVY LE MARTEL,87296871,14706,12559086978,12315,11848,49.7187375,3.1905076
CHAINGY FOURNEAUX PLAGE,87574111,10526,9896100328,11992,11820,47.8770705,1.7824220000000002
SAINTE ANNE,87476648,6824,6347803276,6836,11792,47.6785805,-2.96048
VEIGNE,87571414,21159,20693080894,16682,11787,47.2915255,0.7348815
ROMILLY LA PUTHENAYE,87387175,11769,11288847716,12324,11751,49.0039213,0.8548621
VILLENOUVELLE,87618215,17963,18415900032,15656,11581,43.43303579999999,1.661081
DERCY FROIDMONT,87297143,13255,13129558628,13503,11496,49.7025404,3.6918472999999996
SAINT POL DE LEON,87474569,12652,13486504726,14305,11471,48.6768402,-3.98731
LA TAYE,87394403,13670,13412298232,13316,11314,48.4077566,1.3734018999999997
LAVELINE DEVANT BRUYERES,87144162,10706,13068680962,14006,11298,48.185596000000004,6.7512466
MAURS,87645168,12099,11859585704,12471,11296,44.706154299999994,2.1995656
CLOYES,87574509,14041,1226386,11580,11289,47.9921032,1.2433542
SAINT JODARD,87726851,14579,1399105009,12696,11269,45.8857125,4.125230999999999
CHAMPIGNEULLES,87141085,18940,132101824,9340,11239,48.73499,6.16913
CUGAND,87481457,5988,8527184976,11186,11178,47.0582602,-1.253301
FOUDAY,87214734,14159,11868133444,12098,11128,48.4248874,7.1874246
PLANCOET,87473272,18489,18095780792,16243,11125,48.5216785,-2.2289207
LONGUERUE VIEUX MANOIR,87411447,13770,11893228514,9873,11120,49.5566781,1.2762275
TRITH SAINT LEGER,87343400,9793,9882750798,9167,11113,50.3318146,3.4893247000000005
LA DOUZILLERE,87009696,17749,13502776532,11507,11104,47.3388167,0.6528244000000001
BESSAY,87696336,8474,10237314284,11083,11071,46.4435849,3.3606477
LA BROHINIERE,87471094,17421,15866760442,14145,11065,48.2134717,-2.110452
CHASSENEUIL DU POITOU,87575225,9702,9360848572,10107,11034,46.6517702,0.3730275
THENON,87595579,6226,8756797134,10371,10981,45.1601857,1.0686905
PONT DE SALLAUMINES,87345124,11080,10272695648,10353,10953,50.4157922,2.8632044
MONTLUCON RIMARD,87323675,8532,11342906132,13749,10941,46.3355913,2.6115119
BALAGNY SAINT EPIN,87313569,14172,11228700182,11831,10936,49.294244799999994,2.3441977
LUTTENBACH PRES MUNSTER,87182543,7398,8825469546,9463,10932,48.0352559,7.1186307
MARTIGNY LES BAINS,87144295,13316,11700699978,11297,10896,48.1086889,5.8255764
CHAMBOURG,87571463,14479,14040264524,14050,10751,47.182162899999994,0.9648363000000001
